ORF,Ribo_Prints,RNA_Prints,length
NM_001122665,26,5,2697
NM_001122670,142,85,6122
NM_001122671,90,32,1919
NM_001122672,25,39,1775
NM_001122674,117,16,967
NM_001122679,1,0,9645
NM_001122681,87,56,9068
NM_001122731,37,15,3090
NM_001122752,18,0,1677
NM_001122764,118,61,1768
NM_001122769,19,6,4564
NM_001122770,30,17,2300
NM_001122772,39,10,5838
NM_001122819,81,38,3968
NM_001122821,1048,710,2846
NM_001122823,317,104,2441
NM_001122824,69,43,6572
NM_001122834,8,1,3575
NM_001122835,68,50,3127
NM_001122837,51,24,1219
NM_001122838,14,10,5363
NM_001122839,43,21,1181
NM_001122842,17,17,6424
NM_001122848,4,0,3262
NM_001122870,14,45,1831
NM_001122890,3,0,2645
NM_001122898,212,42,1189
NM_001122955,59,32,2006
NM_001122956,258,152,2218
NM_001122957,557,177,2221
NM_001122962,3,7,2833
NM_001122964,77,59,5608
NM_001123,173,28,2280
NM_001123040,14,26,1598
NM_001123041,1,0,2672
NM_001123065,1,3,2911
NM_001123066,16,2,6815
NM_001123067,4,2,5723
NM_001123068,418,112,738
NM_001123168,123,55,1867
NM_001123226,92,27,3044
NM_001123329,30,18,3838
NM_001123355,219,82,4350
NM_001123363,45,33,7640
NM_001123364,1,3,1101
NM_001123369,191,83,4173
NM_001123375,17687,3982,457
NM_001123376,1,1,2901
NM_001123377,674,330,903
NM_001123378,454,246,1386
NM_001123383,924,96,6392
NM_001123384,932,93,6338
NM_001123385,1148,84,6423
NM_001123391,1,1,2260
NM_001123392,6,1,2135
NM_001124,17,16,1590
NM_001124756,88,26,2129
NM_001124758,3,0,4349
NM_001124767,123,32,449
NM_001125,6,0,3682
NM_001126,248,149,2782
NM_001126049,17,14,4277
NM_001126050,612,867,2198
NM_001126051,666,797,2173
NM_001126054,126,62,8227
NM_001126055,146,73,8224
NM_001126056,28,16,1903
NM_001126057,3,9,1497
NM_001126058,2,13,1461
NM_001126059,60,44,954
NM_001126060,6,7,5559
NM_001126103,182,85,3326
NM_001126104,207,62,3206
NM_001126106,3,0,2271
NM_001126107,1,1,5564
NM_001126111,47,37,4245
NM_001126112,99,6,2588
NM_001126113,82,8,2651
NM_001126114,102,11,2724
NM_001126115,44,6,2271
NM_001126116,35,4,2404
NM_001126117,38,5,2331
NM_001126118,99,6,2708
NM_001126121,69,68,1658
NM_001126122,51,65,1568
NM_001126123,101,32,4188
NM_001126128,4,3,1613
NM_001126129,89,67,2391
NM_001126130,73,46,2040
NM_001126131,425,122,4436
NM_001126132,36,16,1211
NM_001126133,28,14,1178
NM_001126181,162,48,1218
NM_001126240,30,0,5120
NM_001126241,19,0,5026
NM_001126242,7,1,4971
NM_001126328,3,0,3109
NM_001126334,5,1,3109
NM_001126336,67,28,4193
NM_001126337,17,11,3036
NM_001126339,16,8,1811
NM_001126340,120,299,10788
NM_001127,1012,278,4178
NM_001127174,1,10,4888
NM_001127175,1,0,4999
NM_001127176,3,10,5155
NM_001127178,77,39,3640
NM_001127180,4,0,7339
NM_001127181,48,28,2674
NM_001127182,71,44,2516
NM_001127183,38,9,10651
NM_001127184,38,10,1298
NM_001127190,344,107,2221
NM_001127192,219,81,3384
NM_001127193,197,82,3381
NM_001127194,175,106,3363
NM_001127195,202,91,3360
NM_001127196,224,85,3357
NM_001127197,127,93,4096
NM_001127198,52,20,2891
NM_001127202,70,61,1940
NM_001127203,40,50,1775
NM_001127204,31,17,1849
NM_001127205,23,5,1753
NM_001127206,17,16,1728
NM_001127207,87,56,3083
NM_001127208,77,37,9780
NM_001127211,28,35,5361
NM_001127213,488,210,1171
NM_001127214,121,22,3578
NM_001127215,53,24,2701
NM_001127216,64,33,2694
NM_001127217,86,33,5592
NM_001127218,498,106,1804
NM_001127219,22,6,1877
NM_001127222,1,0,8628
NM_001127223,30,12,7785
NM_001127225,20,16,7678
NM_001127226,24,16,7613
NM_001127227,33,20,7557
NM_001127228,461,133,2232
NM_001127229,867,260,909
NM_001127230,863,221,812
NM_001127231,270,11,6515
NM_001127232,36,7,1814
NM_001127235,88,51,4335
NM_001127236,46,83,3427
NM_001127240,68,60,1829
NM_001127241,55,28,1540
NM_001127242,52,48,1349
NM_001127244,181,33,4623
NM_001127245,142,57,4247
NM_001127257,199,217,5371
NM_001127258,3,0,3462
NM_001127266,261,222,2837
NM_001127320,1033,140,3418
NM_001127321,220,312,11504
NM_001127322,197,391,11702
NM_001127325,300,169,1152
NM_001127328,230,93,2634
NM_001127350,131,46,1813
NM_001127357,53,48,5008
NM_001127358,57,23,5085
NM_001127359,25,12,2548
NM_001127360,37,4,2625
NM_001127361,62,48,2734
NM_001127362,72,34,2114
NM_001127364,2,6,1380
NM_001127365,3,0,1206
NM_001127366,16,2,3354
NM_001127370,78,93,2962
NM_001127371,105,96,2770
NM_001127372,12,13,7048
NM_001127383,4,3,4148
NM_001127384,4,0,10650
NM_001127392,56,19,5939
NM_001127393,573,148,921
NM_001127394,42,46,1842
NM_001127395,288,89,4887
NM_001127396,212,28,1886
NM_001127397,81,58,2504
NM_001127398,94,53,2420
NM_001127399,37,8,2320
NM_001127400,40,24,2556
NM_001127401,52,16,2617
NM_001127448,19,15,4908
NM_001127453,17,3,2250
NM_001127454,10,6,2265
NM_001127457,62,24,4068
NM_001127458,42,44,3652
NM_001127460,64,86,5372
NM_001127461,12,4,4320
NM_001127462,7,0,4286
NM_001127464,12,0,13203
NM_001127482,82,21,3101
NM_001127487,435,98,9039
NM_001127493,112,3,8082
NM_001127496,5,0,4941
NM_001127500,101,89,6676
NM_001127501,28,4,2431
NM_001127505,71,54,2485
NM_001127507,144,366,3046
NM_001127510,100,42,10838
NM_001127511,125,40,10804
NM_001127582,17,19,1448
NM_001127583,13,17,1439
NM_001127584,27,7,1436
NM_001127585,11,10,1376
NM_001127586,3,12,1300
NM_001127596,1,0,2150
NM_001127598,2,0,4857
NM_001127603,21,16,1121
NM_001127605,429,139,2662
NM_001127608,3,2,2107
NM_001127612,3,2,6880
NM_001127615,36,6,2658
NM_001127617,7243,1400,1612
NM_001127621,171,48,1607
NM_001127645,1,0,4000
NM_001127649,127,107,4257
NM_001127660,357,127,4532
NM_001127662,24,5,2562
NM_001127663,11,8,2767
NM_001127664,14,6,2734
NM_001127665,17,3,2729
NM_001127666,15,5,2726
NM_001127667,19,2,2717
NM_001127671,44,44,10258
NM_001127688,148,81,1199
NM_001127691,1,2,2549
NM_001127692,32,3,2486
NM_001127695,381,103,2286
NM_001127696,5,0,6878
NM_001127697,5,6,6770
NM_001127698,3,0,3729
NM_001127699,3,0,2915
NM_001127703,1,0,3495
NM_001127704,1,0,3492
NM_001127711,149,110,873
NM_001127713,21,10,2814
NM_001127714,21,2,12319
NM_001127715,78,23,9352
NM_001127716,478,202,1207
NM_001127717,65,30,10492
NM_001127718,20,16,5449
NM_001127889,91,115,1651
NM_001127890,127,94,1751
NM_001127891,4,2,3401
NM_001127892,107,20,5253
NM_001127893,4,4,2245
NM_001127895,17,10,2226
NM_001127896,11,11,2137
NM_001127897,11,16,6684
NM_001127898,46,4,9849
NM_001127899,77,26,10108
NM_001128,332,158,6839
NM_001128126,17,32,4239
NM_001128127,78,37,4559
NM_001128128,10,2,6268
NM_001128141,4,6,1648
NM_001128142,3,4,1136
NM_001128143,42,10,3404
NM_001128144,25,15,3035
NM_001128147,52,16,2939
NM_001128148,472,265,5083
NM_001128149,34,15,6405
NM_001128150,66,67,2072
NM_001128159,236,130,13106
NM_001128160,208,146,4039
NM_001128161,129,148,3766
NM_001128164,99,28,10587
NM_001128165,1,0,2161
NM_001128166,2,0,2577
NM_001128167,5,0,2504
NM_001128168,2,0,2268
NM_001128172,2,1,2223
NM_001128173,3,0,2205
NM_001128174,59,23,2906
NM_001128175,8,1,1720
NM_001128176,4,20,7512
NM_001128177,4,24,7538
NM_001128178,44,11,2582
NM_001128179,37,8,2393
NM_001128203,37,29,1101
NM_001128204,50,10,5548
NM_001128205,20,8,5716
NM_001128206,42,16,5554
NM_001128208,64,7,821
NM_001128209,1,0,9743
NM_001128210,47,10,4089
NM_001128211,76,27,3853
NM_001128212,34,14,1912
NM_001128213,36,12,1928
NM_001128214,48,12,1559
NM_001128217,336,74,3373
NM_001128219,26,14,3839
NM_001128220,16,7,3214
NM_001128221,12,5,3428
NM_001128223,16,6,3068
NM_001128224,26,14,5486
NM_001128225,135,67,2429
NM_001128226,471,145,7476
NM_001128227,144,143,5297
NM_001128228,114,56,2631
NM_001128301,13,10,1718
NM_001128302,6,3,1486
NM_001128303,17,0,4263
NM_001128306,8,10,3035
NM_001128309,68,37,5210
NM_001128324,5,11,3371
NM_001128325,3,6,1806
NM_001128423,4,3,2309
NM_001128424,9,3,4794
NM_001128425,9,5,1930
NM_001128426,69,36,2809
NM_001128429,159,80,5120
NM_001128430,123,64,5022
NM_001128431,345,242,4692
NM_001128588,12,4,4129
NM_001128591,160,33,821
NM_001128592,137,48,938
NM_001128595,28,7,5033
NM_001128596,7,8,5152
NM_001128602,2,2,4920
NM_001128608,36,7,7250
NM_001128610,64,30,5695
NM_001128612,102,21,996
NM_001128613,78,53,1011
NM_001128615,32,19,3639
NM_001128616,33,12,4055
NM_001128617,282,100,3938
NM_001128619,778,394,3884
NM_001128620,143,41,3479
NM_001128626,76,50,5444
NM_001128627,36,22,5100
NM_001128628,3,0,3879
NM_001128629,7,0,3796
NM_001128631,202,85,2014
NM_001128633,69,15,5793
NM_001128635,47,10,5416
NM_001128636,12,4,3742
NM_001128826,134,184,4860
NM_001128827,14,12,3445
NM_001128833,94,56,5866
NM_001128834,1,0,3140
NM_001128835,59,29,2854
NM_001128840,6,9,7663
NM_001128844,169,28,5770
NM_001128845,161,41,5320
NM_001128846,162,25,5317
NM_001128847,181,21,5311
NM_001128848,188,31,5308
NM_001128849,213,27,5580
NM_001128852,635,131,3010
NM_001128853,589,60,3001
NM_001128854,554,104,2998
NM_001128855,457,239,2539
NM_001128911,747,76,3168
NM_001128912,540,63,3156
NM_001128913,420,57,3078
NM_001128914,420,65,3027
NM_001128916,633,310,1710
NM_001128917,805,257,1802
NM_001128918,217,123,3530
NM_001128919,188,129,3503
NM_001128920,237,99,3410
NM_001128921,196,85,3248
NM_001128922,4,0,4207
NM_001128923,70,22,5192
NM_001128924,78,8,4195
NM_001128925,2,1,2368
NM_001128926,7,16,5748
NM_001128928,28,15,2163
NM_001128929,19,5,7986
NM_001128930,61,45,5873
NM_001128931,188,25,1635
NM_001129,3,0,4086
NM_001129727,273,186,4607
NM_001129728,309,216,4567
NM_001129729,332,140,4540
NM_001129731,341,161,4546
NM_001129742,2,1,1652
NM_001129765,285,44,1630
NM_001129819,905,175,3167
NM_001129826,1,0,847
NM_001129828,2,0,796
NM_001129829,1,0,13603
NM_001129830,1,0,13550
NM_001129832,2,1,13540
NM_001129838,1,0,13504
NM_001129884,36,27,1449
NM_001129885,2,0,647
NM_001129887,137,12,2053
NM_001129888,62,42,1162
NM_001129889,3,0,2397
NM_001129890,6,0,1323
NM_001129891,1,4,3548
NM_001129896,37,14,3860
NM_001129898,26,17,2442
NM_001129899,30,23,2486
NM_001129900,33,17,2471
NM_001129908,12,9,3433
NM_001129979,5,1,877
NM_001129993,28,20,4576
NM_001129994,142,206,3933
NM_001129995,176,191,3930
NM_001129996,10,2,1650
NM_001130,370,206,1676
NM_001130004,485,119,3791
NM_001130005,529,97,3710
NM_001130006,869,284,7150
NM_001130007,560,197,7174
NM_001130009,41,27,6367
NM_001130010,38,22,2497
NM_001130012,134,99,2194
NM_001130020,284,81,4143
NM_001130021,272,79,4140
NM_001130022,6,1,2288
NM_001130028,114,32,2696
NM_001130029,68,21,2155
NM_001130031,17,50,5784
NM_001130032,13,61,5731
NM_001130033,37,25,2275
NM_001130034,20,0,2121
NM_001130035,18,10,2016
NM_001130036,60,10,2148
NM_001130037,7,16,2967
NM_001130040,140,141,3481
NM_001130041,172,78,3166
NM_001130042,49,22,2303
NM_001130043,92,22,2162
NM_001130047,42,18,3902
NM_001130048,51,26,7639
NM_001130049,38,4,3979
NM_001130050,40,20,4096
NM_001130053,248,67,2381
NM_001130055,212,71,1452
NM_001130056,165,76,1204
NM_001130057,183,73,1458
NM_001130058,19,18,3894
NM_001130060,97,55,6625
NM_001130064,11,4,2104
NM_001130065,307,47,7623
NM_001130067,49,52,6792
NM_001130069,253,218,1909
NM_001130071,735,231,2947
NM_001130072,762,241,2484
NM_001130079,266,99,3474
NM_001130080,1,0,651
NM_001130081,13,16,5911
NM_001130082,25,18,7143
NM_001130083,2,2,3761
NM_001130086,1,0,3503
NM_001130089,540,190,2193
NM_001130090,4,9,2155
NM_001130099,22,12,3339
NM_001130100,15,31,3395
NM_001130101,29,20,1751
NM_001130102,64,23,1740
NM_001130103,2,3,3137
NM_001130105,43,15,5494
NM_001130106,455,124,1799
NM_001130107,233,72,2513
NM_001130111,351,170,1563
NM_001130112,394,181,2235
NM_001130136,7,11,4817
NM_001130137,20,3,4553
NM_001130138,8,1,4261
NM_001130140,6,2,5253
NM_001130141,13,0,1911
NM_001130144,117,9,4702
NM_001130145,36,6,5386
NM_001130146,35,24,2313
NM_001130147,43,35,2340
NM_001130148,28,12,2286
NM_001130156,61,16,2246
NM_001130157,33,23,2319
NM_001130158,143,35,5095
NM_001130159,11,3,1222
NM_001130160,12,0,1022
NM_001130161,8,6,3306
NM_001130172,11,1,3306
NM_001130173,2,1,3678
NM_001130183,1,0,2874
NM_001130405,1,0,1847
NM_001130410,101,59,1540
NM_001130413,26,8,3054
NM_001130414,80,50,3601
NM_001130415,19,18,4737
NM_001130420,264,144,5402
NM_001130438,545,144,7907
NM_001130440,1388,591,1620
NM_001130442,112,101,1152
NM_001130445,69,58,5321
NM_001130447,58,45,3851
NM_001130475,48,29,3434
NM_001130480,5,4,1939
NM_001130481,2,0,1781
NM_001130482,3,3,1885
NM_001130483,5,3,1988
NM_001130487,12,3,3560
NM_001130517,278,135,1535
NM_001130519,23,8,3194
NM_001130520,9,4,3263
NM_001130523,175,263,4220
NM_001130524,424,90,2391
NM_001130527,340,108,8243
NM_001130528,287,103,8273
NM_001130674,314,84,5356
NM_001130675,50,10,2822
NM_001130677,157,61,3229
NM_001130678,265,113,3406
NM_001130679,246,95,4842
NM_001130682,2,2,9346
NM_001130684,1,3,9286
NM_001130685,3,0,9135
NM_001130687,4,2,2690
NM_001130688,1477,398,1467
NM_001130689,1258,251,1454
NM_001130690,18,25,8195
NM_001130691,159,25,4646
NM_001130692,159,33,4520
NM_001130698,16,5,3548
NM_001130699,11,4,6858
NM_001130700,20,4,6818
NM_001130701,17,41,4615
NM_001130702,29,16,1378
NM_001130706,5,0,2244
NM_001130708,5,5,2165
NM_001130709,71,41,1822
NM_001130710,139,29,2187
NM_001130713,111,35,3518
NM_001130714,151,49,3477
NM_001130715,4,3,1003
NM_001130716,10,4,1432
NM_001130720,42,8,5062
NM_001130721,86,66,3189
NM_001130722,51,15,4920
NM_001130723,37,4,5065
NM_001130725,410,260,941
NM_001130726,8,0,3961
NM_001130727,9,0,1779
NM_001130820,22,14,2349
NM_001130821,24,11,2470
NM_001130822,17,12,2362
NM_001130823,1177,202,5400
NM_001130824,254,131,3637
NM_001130825,263,146,3700
NM_001130831,32,17,8024
NM_001130841,112,48,2623
NM_001130842,8,14,5458
NM_001130845,24,1,3659
NM_001130846,166,81,1924
NM_001130847,365,150,2470
NM_001130848,134,71,4223
NM_001130849,115,51,3951
NM_001130850,102,63,3695
NM_001130851,134,38,771
NM_001130858,37,46,5718
NM_001130859,48,77,5638
NM_001130861,2,0,2314
NM_001130862,115,46,2269
NM_001130863,4,4,3197
NM_001130864,54,34,3367
NM_001130867,192,61,1735
NM_001130912,155,43,1786
NM_001130913,13,6,2774
NM_001130914,172,58,1594
NM_001130915,31,6,1579
NM_001130916,48,39,6284
NM_001130919,11,5,2186
NM_001130920,7,5,2345
NM_001130921,15,87,2438
NM_001130922,13,7,2187
NM_001130923,13,2,2372
NM_001130924,256,12,3852
NM_001130926,101,56,5466
NM_001130927,106,109,5286
NM_001130928,64,60,5085
NM_001130929,119,102,2498
NM_001130955,149,64,5741
NM_001130957,6,3,3194
NM_001130960,39,15,6445
NM_001130961,48,9,6473
NM_001130963,226,180,5617
NM_001130964,39,9,2965
NM_001130965,242,190,3967
NM_001130966,4,3,2369
NM_001130967,28,3,2349
NM_001130968,32,3,2106
NM_001130969,419,206,3648
NM_001130970,363,209,3579
NM_001130971,361,183,3573
NM_001130976,1,0,6848
NM_001130983,1,0,6721
NM_001130984,2,1,6679
NM_001130985,2,1,6709
NM_001130986,1,0,6616
NM_001130991,751,316,4510
NM_001130992,32,5,1487
NM_001130993,27,12,667
NM_001130996,328,107,4423
NM_001130997,169,100,1228
NM_001131005,7,1,6184
NM_001131007,65,20,5019
NM_001131008,30,17,3107
NM_001131009,33,15,3011
NM_001131010,28,23,4054
NM_001131015,75,19,2864
NM_001131016,99,17,2992
NM_001131017,93,22,2809
NM_001131018,69,20,2752
NM_001131023,87,53,3306
NM_001131024,112,48,3150
NM_001131025,173,42,3727
NM_001131026,124,36,2691
NM_001131027,63,6,2177
NM_001131028,52,6,2426
NM_001131035,25,25,1433
NM_001131036,16,31,1405
NM_001131062,125,37,6102
NM_001131063,52,84,6087
NM_001131065,11,6,2800
NM_001131066,5,9,1645
NM_001134222,2,1,2303
NM_001134223,68,32,8041
NM_001134224,144,111,6752
NM_001134225,186,99,6737
NM_001134231,869,319,1815
NM_001134232,137,62,6320
NM_001134233,1,0,2501
NM_001134285,1,4,5319
NM_001134296,132,49,3670
NM_001134316,22,21,1392
NM_001134321,300,41,711
NM_001134335,334,315,4462
NM_001134336,65,22,2882
NM_001134337,12,8,3228
NM_001134338,11,0,3297
NM_001134340,122,96,778
NM_001134363,75,18,7235
NM_001134364,871,189,6036
NM_001134367,78,70,6526
NM_001134368,44,8,1301
NM_001134369,90,56,2923
NM_001134373,128,42,3436
NM_001134375,63,57,4138
NM_001134376,31,58,4102
NM_001134381,39,40,6519
NM_001134382,196,28,7388
NM_001134387,59,70,1553
NM_001134388,64,106,1462
NM_001134389,55,62,1331
NM_001134395,252,178,1283
NM_001134396,219,169,1264
NM_001134398,98,38,4851
NM_001134400,59,35,4999
NM_001134402,34,65,4805
NM_001134403,59,42,5037
NM_001134404,53,46,5114
NM_001134405,24,9,4050
NM_001134406,26,7,3903
NM_001134408,2,0,14005
NM_001134415,61,28,3064
NM_001134418,6,4,3066
NM_001134419,195,90,3185
NM_001134420,179,100,3313
NM_001134422,387,91,4197
NM_001134423,44,48,3658
NM_001134430,56,16,1427
NM_001134431,21,15,2267
NM_001134432,88,16,1445
NM_001134433,109,24,1441
NM_001134435,2,4,1983
NM_001134437,56,21,5940
NM_001134438,76,20,6127
NM_001134439,78,20,5888
NM_001134441,1,0,3175
NM_001134445,52,55,4018
NM_001134451,8,37,2723
NM_001134456,72,142,8913
NM_001134470,18,24,3401
NM_001134473,377,74,7204
NM_001134476,43,72,7737
NM_001134477,151,45,3000
NM_001134479,84,50,3787
NM_001134484,167,126,905
NM_001134485,153,159,848
NM_001134486,1,2,3943
NM_001134492,131,39,1578
NM_001134493,506,244,854
NM_001134647,45,18,7770
NM_001134649,12,26,6209
NM_001134650,6,16,6085
NM_001134651,39,25,6076
NM_001134655,104,0,3265
NM_001134656,6,18,5524
NM_001134657,2,5,2791
NM_001134658,53,13,2403
NM_001134659,7,5,2307
NM_001134663,9,6,1561
NM_001134665,27,15,3569
NM_001134666,22,21,3558
NM_001134670,9,15,1993
NM_001134671,315,82,3280
NM_001134672,69,42,2565
NM_001134673,65,51,9482
NM_001134693,534,184,485
NM_001134707,22,0,3218
NM_001134709,555,223,2769
NM_001134738,16,3,3083
NM_001134742,14,9,7596
NM_001134745,8,8,3159
NM_001134758,17,2,2625
NM_001134759,39,31,1976
NM_001134771,12,3,6041
NM_001134772,26,25,4955
NM_001134773,18,26,4916
NM_001134774,214,60,2723
NM_001134775,208,95,3016
NM_001134776,264,75,2895
NM_001134778,19,44,2788
NM_001134779,192,83,4449
NM_001134793,18,21,2059
NM_001134830,44,12,5501
NM_001134831,29,31,5648
NM_001134832,14,12,3658
NM_001134836,3,4,2539
NM_001134851,5,2,3316
NM_001134855,3,0,1782
NM_001134870,14,8,2953
NM_001134875,182,72,1710
NM_001134876,147,49,1611
NM_001134877,84,22,1538
NM_001134878,22,6,3603
NM_001134937,131,14,2440
NM_001134938,116,16,2236
NM_001134939,6,0,852
NM_001134999,224,90,3356
NM_001135,3,2,8543
NM_001135000,201,69,2161
NM_001135004,57,9,2591
NM_001135005,48,1,2798
NM_001135021,18,35,2601
NM_001135022,20,8,2417
NM_001135023,28,31,2373
NM_001135024,91,48,2659
NM_001135031,3,0,1653
NM_001135032,5,3,1855
NM_001135036,34,31,4227
NM_001135037,60,83,4588
NM_001135040,202,68,4425
NM_001135041,77,53,4148
NM_001135044,106,36,2370
NM_001135047,61,36,3785
NM_001135048,57,18,3777
NM_001135049,42,40,3944
NM_001135050,20,4,4044
NM_001135051,31,21,2865
NM_001135052,50,35,5054
NM_001135053,162,43,1670
NM_001135054,144,40,1743
NM_001135055,2239,343,2952
NM_001135057,1,0,5940
NM_001135058,236,68,2882
NM_001135086,2,0,957
NM_001135095,31,0,6941
NM_001135101,349,96,1582
NM_001135110,398,202,2645
NM_001135111,4,0,1717
NM_001135146,169,74,3170
NM_001135147,157,39,4080
NM_001135148,95,42,2607
NM_001135153,338,201,4733
NM_001135154,307,84,1744
NM_001135155,52,18,2329
NM_001135156,42,17,2343
NM_001135161,363,51,2262
NM_001135162,283,68,2279
NM_001135163,2,9,2877
NM_001135167,12,3,1773
NM_001135168,3,0,1928
NM_001135175,58,26,3788
NM_001135176,69,40,3707
NM_001135177,52,27,3721
NM_001135178,73,38,2644
NM_001135179,132,169,12602
NM_001135186,1,0,2091
NM_001135187,209,143,8732
NM_001135188,158,130,8660
NM_001135189,194,115,8546
NM_001135190,246,121,4732
NM_001135191,116,28,5582
NM_001135208,231,46,646
NM_001135212,35,4,2901
NM_001135213,41,8,5387
NM_001135214,35,9,5531
NM_001135216,2,2,3049
NM_001135217,10,0,1800
NM_001135218,56,38,1450
NM_001135219,23,1,1548
NM_001135239,1231,390,2034
NM_001135240,22,2,984
NM_001135242,564,119,3478
NM_001135243,384,79,5096
NM_001135244,342,56,4985
NM_001135245,361,82,4868
NM_001135247,93,40,1079
NM_001135248,172,57,1098
NM_001135254,3,0,6053
NM_001135255,1356,473,7940
NM_001135256,1425,423,7843
NM_001135553,54,65,2687
NM_001135554,353,76,3460
NM_001135555,328,56,3473
NM_001135557,16,0,2935
NM_001135564,113,63,2643
NM_001135565,81,27,2209
NM_001135570,105,28,1693
NM_001135575,61,54,4691
NM_001135586,86,84,5083
NM_001135589,60,27,3042
NM_001135590,3,2,2930
NM_001135592,1337,1159,970
NM_001135597,106,47,9813
NM_001135598,3,6,4895
NM_001135599,4,2,5954
NM_001135602,259,102,2195
NM_001135608,20,15,8876
NM_001135610,16,7,2702
NM_001135629,21,20,3176
NM_001135635,101,62,1558
NM_001135636,460,213,3687
NM_001135637,388,249,3621
NM_001135638,415,231,3807
NM_001135642,82,67,3372
NM_001135643,276,148,3908
NM_001135644,242,121,4055
NM_001135647,150,191,4419
NM_001135648,54,11,6105
NM_001135649,60,7,1262
NM_001135650,140,23,609
NM_001135651,76,32,4111
NM_001135652,72,46,3681
NM_001135653,552,152,3204
NM_001135654,534,144,3117
NM_001135662,54,36,3207
NM_001135663,58,23,3422
NM_001135664,54,28,3054
NM_001135669,94,72,8301
NM_001135670,30,0,1415
NM_001135671,19,4,1637
NM_001135673,92,34,3819
NM_001135674,38,18,1469
NM_001135675,19,13,1077
NM_001135676,12,20,762
NM_001135685,25,6,2737
NM_001135694,288,139,1540
NM_001135699,236,77,3010
NM_001135700,207,70,2964
NM_001135701,214,69,3013
NM_001135702,192,85,3032
NM_001135703,11,21,4092
NM_001135704,58,37,2030
NM_001135705,41,25,1867
NM_001135706,54,5,1905
NM_001135707,37,11,1500
NM_001135726,16,22,3175
NM_001135729,67,23,2319
NM_001135730,37,10,2254
NM_001135732,45,32,2392
NM_001135733,25,38,5652
NM_001135734,197,48,3241
NM_001135740,6,0,1506
NM_001135745,31,26,2892
NM_001135746,11,19,2202
NM_001135747,16,17,2062
NM_001135748,18,14,2016
NM_001135750,193,44,449
NM_001135751,34,9,1069
NM_001135752,169,48,2336
NM_001135753,150,56,2108
NM_001135768,251,144,5768
NM_001135769,286,124,5744
NM_001135770,280,67,1643
NM_001135771,1581,606,2459
NM_001135772,9,11,1664
NM_001135773,65,32,4140
