name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,length
YDL154W,chrIV,+,178333,181039,178333,181039,1,"178333,","181039,",MSH5,2706
YDL126C,chrIV,-,236156,238664,236156,238664,1,"236156,","238664,",CDC48,2508
YDL138W,chrIV,+,213350,215642,213350,215642,1,"213350,","215642,",RGT2,2292
YDL176W,chrIV,+,142096,144223,142096,144223,1,"142096,","144223,",YDL176W,2127
YDL144C,chrIV,-,198661,199732,198661,199732,1,"198661,","199732,",YDL144C,1071
YDL150W,chrIV,+,183342,184611,183342,184611,1,"183342,","184611,",RPC53,1269
YDL168W,chrIV,+,159603,160764,159603,160764,1,"159603,","160764,",SFA1,1161
YDL153C,chrIV,-,181185,183018,181185,183018,1,"181185,","183018,",SAS10,1833
YDL169C,chrIV,-,158063,158735,158063,158735,1,"158063,","158735,",UGX2,672
YDL122W,chrIV,+,242551,244981,242551,244981,1,"242551,","244981,",UBP1,2430
YDL134C,chrIV,-,219661,220771,219661,220771,1,"219661,","220771,",PPH21,1110
YDL165W,chrIV,+,164289,164865,164289,164865,1,"164289,","164865,",CDC36,576
YDL133C-A,chrIV,-,221723,221801,221723,221801,1,"221723,","221801,",RPL41B,78
YDL171C,chrIV,-,149202,155640,149202,155640,1,"149202,","155640,",GLT1,6438
YDL179W,chrIV,+,138290,139205,138290,139205,1,"138290,","139205,",PCL9,915
YDL115C,chrIV,-,253994,255126,253994,255126,2,"253994,255044,","254974,255126,",IWR1,1062
YDL140C,chrIV,-,205359,210561,205359,210561,1,"205359,","210561,",RPO21,5202
YDL127W,chrIV,+,234926,235853,234926,235853,1,"234926,","235853,",PCL2,927
YDL137W,chrIV,+,216157,217074,216528,217074,1,"216528,","217074,",ARF2,546
YDL157C,chrIV,-,174231,174588,174231,174588,1,"174231,","174588,",YDL157C,357
YDL130W,chrIV,+,229905,230527,229905,230527,2,"229905,230320,","230019,230527,",RPP1B,321
YDL160C-A,chrIV,-,169365,169608,169365,169608,1,"169365,","169608,",MHF2,243
YDL159W,chrIV,+,172480,174028,172480,174028,1,"172480,","174028,",STE7,1548
YDL145C,chrIV,-,194570,198176,194570,198176,1,"194570,","198176,",COP1,3606
YDL175C,chrIV,-,144483,145518,144483,145518,1,"144483,","145518,",AIR2,1035
YDL128W,chrIV,+,232651,233887,232651,233887,1,"232651,","233887,",VCX1,1236
YDL160C,chrIV,-,170409,171930,170409,171930,1,"170409,","171930,",DHH1,1521
YDL180W,chrIV,+,135895,137539,135895,137539,1,"135895,","137539,",YDL180W,1644
YDL133W,chrIV,+,222426,223740,222426,223740,1,"222426,","223740,",SRF1,1314
YDL123W,chrIV,+,241417,241840,241417,241840,1,"241417,","241840,",SNA4,423
YDL130W-A,chrIV,+,229170,229431,229170,229431,1,"229170,","229431,",STF1,261
YDL152W,chrIV,+,182821,183187,182821,183187,1,"182821,","183187,",YDL152W,366
YDL162C,chrIV,-,167358,167715,167358,167715,1,"167358,","167715,",YDL162C,357
YDL114W,chrIV,+,255603,256530,255603,256530,1,"255603,","256530,",YDL114W,927
YDL141W,chrIV,+,203038,205111,203038,205111,1,"203038,","205111,",BPL1,2073
YDL159C-B,chrIV,-,173055,173232,173055,173232,1,"173055,","173232,",YDL159C-B,177
YDL124W,chrIV,+,240258,241197,240258,241197,1,"240258,","241197,",YDL124W,939
YDL148C,chrIV,-,188153,190586,188153,190586,1,"188153,","190586,",NOP14,2433
YDL046W,chrIV,+,371239,371761,371239,371761,1,"371239,","371761,",NPC2,522
YDL076C,chrIV,-,320667,321552,320667,321552,1,"320667,","321552,",RXT3,885
YDL048C,chrIV,-,366738,368211,366738,368211,1,"366738,","368211,",STP4,1473
YDL064W,chrIV,+,337486,338070,337486,338070,2,"337486,337634,","337524,338070,",UBC9,474
YDL036C,chrIV,-,387512,388901,387512,388901,1,"387512,","388901,",PUS9,1389
YDL110C,chrIV,-,264511,264964,264511,264964,1,"264511,","264964,",TMA17,453
YDL098C,chrIV,-,284580,285165,284580,285165,1,"284580,","285165,",SNU23,585
YDL073W,chrIV,+,326612,329567,326612,329567,1,"326612,","329567,",YDL073W,2955
YDL042C,chrIV,-,376756,378445,376756,378445,1,"376756,","378445,",SIR2,1689
YDL060W,chrIV,+,341618,343985,341618,343985,1,"341618,","343985,",TSR1,2367
YDL050C,chrIV,-,364445,364817,364445,364817,1,"364445,","364817,",YDL050C,372
YDL091C,chrIV,-,293391,294759,293391,294759,1,"293391,","294759,",UBX3,1368
YDL103C,chrIV,-,275147,276581,275147,276581,1,"275147,","276581,",QRI1,1434
YDL086W,chrIV,+,301412,302234,301412,302234,1,"301412,","302234,",YDL086W,822
YDL045C,chrIV,-,372687,373608,372687,373608,1,"372687,","373608,",FAD1,921
YDL055C,chrIV,-,355673,356759,355673,356759,1,"355673,","356759,",PSA1,1086
YDL067C,chrIV,-,334216,334396,334216,334396,1,"334216,","334396,",COX9,180
YDL077C,chrIV,-,316970,320120,316970,320120,1,"316970,","320120,",VAM6,3150
YDL039C,chrIV,-,381984,384081,381984,384081,1,"381984,","384081,",PRM7,2097
YDL037C,chrIV,-,384600,385587,384600,385587,1,"384600,","385587,",BSC1,987
YDL095W,chrIV,+,287058,289512,287058,289512,1,"287058,","289512,",PMT1,2454
YDL081C,chrIV,-,309801,310122,309801,310122,1,"309801,","310122,",RPP1A,321
YDL107W,chrIV,+,268920,269976,268920,269976,1,"268920,","269976,",MSS2,1056
YDL058W,chrIV,+,345664,351037,345664,351037,1,"345664,","351037,",USO1,5373
YDL051W,chrIV,+,363951,364779,363951,364779,1,"363951,","364779,",LHP1,828
YDL092W,chrIV,+,292780,293221,292780,293221,1,"292780,","293221,",SRP14,441
YDL063C,chrIV,-,338271,340134,338271,340134,1,"338271,","340134,",SYO1,1863
YDL100C,chrIV,-,282111,283176,282111,283176,1,"282111,","283176,",GET3,1065
YDL086C-A,chrIV,-,301654,302089,301654,302089,1,"301654,","302089,",YDL086C-A,435
YDL078C,chrIV,-,315356,316388,315356,316388,1,"315356,","316388,",MDH3,1032
YDL085W,chrIV,+,303210,304848,303210,304848,1,"303210,","304848,",NDE2,1638
YDL059C,chrIV,-,344236,344953,344236,344953,1,"344236,","344953,",RAD59,717
YDL099W,chrIV,+,283418,284444,283418,284444,1,"283418,","284444,",BUG1,1026
YDL041W,chrIV,+,378101,378455,378101,378455,1,"378101,","378455,",YDL041W,354
YDL056W,chrIV,+,352876,355378,352876,355378,1,"352876,","355378,",MBP1,2502
YDL072C,chrIV,-,329835,330447,329835,330447,1,"329835,","330447,",YET3,612
YDL070W,chrIV,+,331023,332940,331023,332940,1,"331023,","332940,",BDF2,1917
YDL079C,chrIV,-,312950,314748,312950,314748,2,"312950,314336,","314044,314748,",MRK1,1506
YDL080C,chrIV,-,310641,312471,310641,312471,1,"310641,","312471,",THI3,1830
YDL085C-A,chrIV,-,302463,302670,302463,302670,1,"302463,","302670,",YDL085C-A,207
YDL096C,chrIV,-,286997,287324,286997,287324,1,"286997,","287324,",OPI6,327
YDL104C,chrIV,-,273652,274876,273652,274876,1,"273652,","274876,",QRI7,1224
YDL089W,chrIV,+,296819,298274,296819,298274,1,"296819,","298274,",NUR1,1455
YDL044C,chrIV,-,373966,375289,373966,375289,1,"373966,","375289,",MTF2,1323
YDL066W,chrIV,+,334834,336121,334834,336121,1,"334834,","336121,",IDP1,1287
YDL074C,chrIV,-,324046,326149,324046,326149,1,"324046,","326149,",BRE1,2103
YDL034W,chrIV,+,391782,392127,391782,392127,1,"391782,","392127,",YDL034W,345
YDL108W,chrIV,+,267697,268699,267697,268699,2,"267697,267806,","267725,268699,",KIN28,921
YDL084W,chrIV,+,305236,306577,305236,306577,1,"305236,","306577,",SUB2,1341
YDL052C,chrIV,-,362671,363583,362671,363583,1,"362671,","363583,",SLC1,912
YDL065C,chrIV,-,336248,337277,336248,337277,1,"336248,","337277,",PEX19,1029
YDL071C,chrIV,-,330665,331040,330665,331040,1,"330665,","331040,",YDL071C,375
YDL049C,chrIV,-,365067,365874,365067,365874,1,"365067,","365874,",KNH1,807
YDL093W,chrIV,+,289908,292140,289908,292140,1,"289908,","292140,",PMT5,2232
YDL062W,chrIV,+,339856,340282,339856,340282,1,"339856,","340282,",YDL062W,426
YDL069C,chrIV,-,333120,333810,333120,333810,1,"333120,","333810,",CBS1,690
YDL083C,chrIV,-,306925,307789,306925,307789,2,"306925,307765,","307333,307789,",RPS16B,432
YDL101C,chrIV,-,280306,281848,280306,281848,1,"280306,","281848,",DUN1,1542
YDL088C,chrIV,-,298416,300003,298416,300003,1,"298416,","300003,",ASM4,1587
YDL040C,chrIV,-,378873,381438,378873,381438,1,"378873,","381438,",NAT1,2565
YDL047W,chrIV,+,369770,370706,369770,370706,1,"369770,","370706,",SIT4,936
YDL057W,chrIV,+,351433,352420,351433,352420,1,"351433,","352420,",YDL057W,987
YDL075W,chrIV,+,322225,322988,322225,322988,2,"322225,322703,","322282,322988,",RPL31A,342
YDL061C,chrIV,-,340627,341219,340627,340798,1,"340627,","340798,",RPS29B,171
YDL090C,chrIV,-,295033,296329,295033,296329,1,"295033,","296329,",RAM1,1296
YDL068W,chrIV,+,333499,333829,333499,333829,1,"333499,","333829,",YDL068W,330
YDL102W,chrIV,+,276871,280165,276871,280165,1,"276871,","280165,",POL3,3294
YDL087C,chrIV,-,300213,300999,300213,300999,1,"300213,","300999,",LUC7,786
YDL097C,chrIV,-,285390,286695,285390,286695,1,"285390,","286695,",RPN6,1305
YDL105W,chrIV,+,272388,273597,272388,273597,1,"272388,","273597,",NSE4,1209
YDL111C,chrIV,-,263312,264110,263312,264110,1,"263312,","264110,",RRP42,798
YDL053C,chrIV,-,361698,362256,361698,362256,1,"361698,","362256,",PBP4,558
YDL054C,chrIV,-,359824,361285,359824,361285,1,"359824,","361285,",MCH1,1461
YDL035C,chrIV,-,389171,392057,389171,392057,1,"389171,","392057,",GPR1,2886
YDL043C,chrIV,-,375679,376480,375679,376480,1,"375679,","376480,",PRP11,801
YDL082W,chrIV,+,308423,309388,308423,309388,2,"308423,308792,","308427,309388,",RPL13A,600
YDL109C,chrIV,-,265257,267201,265257,267201,1,"265257,","267201,",YDL109C,1944
YDL094C,chrIV,-,289571,290081,289571,290081,1,"289571,","290081,",YDL094C,510
YDL045W-A,chrIV,+,372247,372535,372247,372535,1,"372247,","372535,",MRP10,288
YDL106C,chrIV,-,270221,271901,270221,271901,1,"270221,","271901,",PHO2,1680
YDL016C,chrIV,-,425569,425872,425569,425872,1,"425569,","425872,",YDL016C,303
YDL031W,chrIV,+,394216,397204,394216,397204,1,"394216,","397204,",DBP10,2988
YDR026C,chrIV,-,492555,494268,492555,494268,1,"492555,","494268,",NSI1,1713
YDR030C,chrIV,-,501752,503273,501752,503273,1,"501752,","503273,",RAD28,1521
YDR004W,chrIV,+,455200,456583,455200,456583,1,"455200,","456583,",RAD57,1383
YDR016C,chrIV,-,478473,478758,478473,478758,1,"478473,","478758,",DAD1,285
YDL026W,chrIV,+,404748,405060,404748,405060,1,"404748,","405060,",YDL026W,312
YDL021W,chrIV,+,413952,414888,413952,414888,1,"413952,","414888,",GPM2,936
YDR019C,chrIV,-,484162,485365,484162,485365,1,"484162,","485365,",GCV1,1203
YDR029W,chrIV,+,501099,501414,501099,501414,1,"501099,","501414,",YDR029W,315
YDR035W,chrIV,+,521815,522928,521815,522928,1,"521815,","522928,",ARO3,1113
YDL032W,chrIV,+,393689,394001,393689,394001,1,"393689,","394001,",YDL032W,312
YDL004W,chrIV,+,443028,443511,443028,443511,1,"443028,","443511,",ATP16,483
YDL003W,chrIV,+,444682,446383,444682,446383,1,"444682,","446383,",MCD1,1701
YDL017W,chrIV,+,424208,425732,424208,425732,1,"424208,","425732,",CDC7,1524
YDR022C,chrIV,-,488071,488662,488071,488662,1,"488071,","488662,",ATG31,591
YDL013W,chrIV,+,429066,430926,429066,430926,1,"429066,","430926,",SLX5,1860
YDR009W,chrIV,+,463433,464996,463433,464996,1,"463433,","464996,",GAL3,1563
YDL025C,chrIV,-,405343,407206,405343,407206,1,"405343,","407206,",RTK1,1863
YDR025W,chrIV,+,491514,492324,491514,492324,2,"491514,491898,","491559,492324,",RPS11A,471
YDR031W,chrIV,+,503497,503863,503497,503863,1,"503497,","503863,",MIX14,366
YDR013W,chrIV,+,473156,473783,473156,473783,1,"473156,","473783,",PSF1,627
YDL019C,chrIV,-,417662,421514,417662,421514,1,"417662,","421514,",OSH2,3852
YDL020C,chrIV,-,415112,416708,415112,416708,1,"415112,","416708,",RPN4,1596
YDL007W,chrIV,+,438046,439360,438046,439360,1,"438046,","439360,",RPT2,1314
YDL010W,chrIV,+,432329,433025,432329,433025,1,"432329,","433025,",GRX6,696
YDR021W,chrIV,+,486803,488003,486803,488003,1,"486803,","488003,",FAL1,1200
YDR007W,chrIV,+,461841,462516,461841,462516,1,"461841,","462516,",TRP1,675
YDR017C,chrIV,-,479114,482267,479114,482267,1,"479114,","482267,",KCS1,3153
YDL014W,chrIV,+,427363,428347,427363,428347,1,"427363,","428347,",NOP1,984
YDL009C,chrIV,-,432924,433248,432924,433248,1,"432924,","433248,",YDL009C,324
YDR008C,chrIV,-,462251,462602,462251,462602,1,"462251,","462602,",YDR008C,351
YDL024C,chrIV,-,408450,409857,408450,409857,1,"408450,","409857,",DIA3,1407
YDR028C,chrIV,-,497834,500879,497834,500879,1,"497834,","500879,",REG1,3045
YDL002C,chrIV,-,446966,447578,446966,447578,1,"446966,","447578,",NHP10,612
YDR010C,chrIV,-,465050,465383,465050,465383,1,"465050,","465383,",YDR010C,333
YDR003W,chrIV,+,454121,454754,454121,454754,1,"454121,","454754,",RCR2,633
YDL006W,chrIV,+,439908,440754,439908,440754,1,"439908,","440754,",PTC1,846
YDL011C,chrIV,-,432307,432631,432307,432631,1,"432307,","432631,",YDL011C,324
YDR024W,chrIV,+,491016,491502,491016,491502,1,"491016,","491502,",FYV1,486
YDR006C,chrIV,-,458541,461247,458541,461247,1,"458541,","461247,",SOK1,2706
YDR014W-A,chrIV,+,477796,478285,477796,478285,1,"477796,","478285,",HED1,489
YDR014W,chrIV,+,474045,475989,474045,475989,1,"474045,","475989,",RAD61,1944
YDR002W,chrIV,+,453044,453650,453044,453650,1,"453044,","453650,",YRB1,606
YDR032C,chrIV,-,504098,504695,504098,504695,1,"504098,","504695,",PST2,597
YDL018C,chrIV,-,422832,423510,422832,423510,1,"422832,","423510,",ERP3,678
YDL023C,chrIV,-,411760,412081,411760,412081,1,"411760,","412081,",YDL023C,321
YDL030W,chrIV,+,397536,399129,397536,399129,1,"397536,","399129,",PRP9,1593
YDR027C,chrIV,-,494648,497318,494648,497318,1,"494648,","497318,",VPS54,2670
YDL001W,chrIV,+,447983,449276,447983,449276,1,"447983,","449276,",RMD1,1293
YDR020C,chrIV,-,485745,486444,485745,486444,1,"485745,","486444,",DAS2,699
YDL027C,chrIV,-,403694,404957,403694,404957,1,"403694,","404957,",YDL027C,1263
YDR018C,chrIV,-,482669,483860,482669,483860,1,"482669,","483860,",YDR018C,1191
YDL015C,chrIV,-,426001,426934,426001,426934,1,"426001,","426934,",TSC13,933
YDL008W,chrIV,+,433496,433994,433496,433994,1,"433496,","433994,",APC11,498
YDL022C-A,chrIV,-,409807,410056,409807,410056,1,"409807,","410056,",YDL022C-A,249
YDR023W,chrIV,+,489507,490896,489507,490896,1,"489507,","490896,",SES1,1389
YDR033W,chrIV,+,508146,509109,508146,509109,1,"508146,","509109,",MRH1,963
YDR011W,chrIV,+,465918,470424,465918,470424,1,"465918,","470424,",SNQ2,4506
YDR034W-B,chrIV,+,521313,521469,521313,521469,1,"521313,","521469,",YDR034W-B,156
YDR005C,chrIV,-,456835,458103,456835,458103,2,"456835,458097,","458017,458103,",MAF1,1188
YDR003W-A,chrIV,+,454781,454904,454781,454904,1,"454781,","454904,",YDR003W-A,123
YDL007C-A,chrIV,-,436566,436824,436566,436824,1,"436566,","436824,",YDL007C-A,258
YDL022W,chrIV,+,411824,413000,411824,413000,1,"411824,","413000,",GPD1,1176
YDL025W-A,chrIV,+,405409,405514,405409,405514,1,"405409,","405514,",YDL025W-A,105
YDL005C,chrIV,-,441013,442309,441013,442309,1,"441013,","442309,",MED2,1296
YDR034C,chrIV,-,509736,512109,509736,512109,1,"509736,","512109,",LYS14,2373
YDL012C,chrIV,-,431107,431517,431107,431517,2,"431107,431472,","431386,431517,",YDL012C,324
YDR012W,chrIV,+,471852,472941,471852,472941,1,"471852,","472941,",RPL4B,1089
YDL029W,chrIV,+,399339,400638,399339,400638,2,"399339,399484,","399361,400638,",ARP2,1176
YDR034C-D,chrIV,-,514042,519356,514042,519356,2,"514042,518063,","518062,519356,",YDR034C-D_CDS,5313
YDR034C-A,chrIV,-,520515,520692,520515,520692,1,"520515,","520692,",YDR034C-A,177
YDR034C-C,chrIV,-,518039,519356,518039,519356,1,"518039,","519356,",YDR034C-C_CDS,1317
YDR001C,chrIV,-,450219,452475,450219,452475,1,"450219,","452475,",NTH1,2256
YDL028C,chrIV,-,400996,403291,400996,403291,1,"400996,","403291,",MPS1,2295
YDR015C,chrIV,-,477959,478199,477959,478199,1,"477959,","478199,",YDR015C,240
YDR041W,chrIV,+,539802,540414,539802,540414,1,"539802,","540414,",RSM10,612
YDR039C,chrIV,-,531306,534582,531306,534582,1,"531306,","534582,",ENA2,3276
YDR099W,chrIV,+,652780,654428,653606,654428,1,"653606,","654428,",BMH2,822
YDR083W,chrIV,+,612072,613251,612072,613251,1,"612072,","613251,",RRP8,1179
YDR046C,chrIV,-,548761,550576,548761,550576,1,"548761,","550576,",BAP3,1815
YDR090C,chrIV,-,625065,625998,625065,625998,1,"625065,","625998,",YDR090C,933
YDR063W,chrIV,+,578662,579112,578662,579112,1,"578662,","579112,",AIM7,450
YDR064W,chrIV,+,579457,580452,579457,580452,2,"579457,580017,","579478,580452,",RPS13,456
YDR048C,chrIV,-,553083,553398,553083,553398,1,"553083,","553398,",YDR048C,315
YDR052C,chrIV,-,558510,560625,558510,560625,1,"558510,","560625,",DBF4,2115
YDR086C,chrIV,-,616927,617170,616927,617170,1,"616927,","617170,",SSS1,243
YDR094W,chrIV,+,635839,636175,635839,636175,1,"635839,","636175,",YDR094W,336
YDR045C,chrIV,-,547977,548310,547977,548310,1,"547977,","548310,",RPC11,333
YDR059C,chrIV,-,569233,569770,569233,569770,2,"569233,569723,","569633,569770,",UBC5,447
YDR089W,chrIV,+,622111,624721,622111,624721,1,"622111,","624721,",YDR089W,2610
YDR077W,chrIV,+,600792,601809,600792,601809,1,"600792,","601809,",SED1,1017
YDR067C,chrIV,-,582790,583465,582790,583465,1,"582790,","583465,",OCA6,675
YDR057W,chrIV,+,565926,567555,565926,567555,1,"565926,","567555,",YOS9,1629
YDR068W,chrIV,+,583712,584645,583712,584645,1,"583712,","584645,",DOS2,933
YDR082W,chrIV,+,610440,611925,610440,611925,1,"610440,","611925,",STN1,1485
YDR070C,chrIV,-,588097,588379,588097,588379,1,"588097,","588379,",FMP16,282
YDR053W,chrIV,+,560248,560644,560248,560644,1,"560248,","560644,",YDR053W,396
YDR091C,chrIV,-,626707,628534,626707,628534,1,"626707,","628534,",RLI1,1827
YDR040C,chrIV,-,535191,538467,535191,538467,1,"535191,","538467,",ENA1,3276
YDR062W,chrIV,+,576473,578159,576473,578159,1,"576473,","578159,",LCB2,1686
YDR074W,chrIV,+,593892,596583,593892,596583,1,"593892,","596583,",TPS2,2691
YDR073W,chrIV,+,592438,592948,592438,592948,1,"592438,","592948,",SNF11,510
YDR081C,chrIV,-,607303,610081,607303,610081,1,"607303,","610081,",PDC2,2778
YDR092W,chrIV,+,629875,630605,629875,630605,2,"629875,630173,","629905,630605,",UBC13,462
YDR088C,chrIV,-,618496,619645,618496,619645,1,"618496,","619645,",SLU7,1149
YDR044W,chrIV,+,546641,547628,546641,547628,1,"546641,","547628,",HEM13,987
YDR071C,chrIV,-,588826,589402,588826,589402,1,"588826,","589402,",PAA1,576
YDR079C-A,chrIV,-,603592,603811,603592,603811,1,"603592,","603811,",TFB5,219
YDR054C,chrIV,-,561439,562327,561439,562327,1,"561439,","562327,",CDC34,888
YDR066C,chrIV,-,581907,582498,581907,582498,1,"581907,","582498,",RTR2,591
YDR078C,chrIV,-,602197,602869,602197,602869,1,"602197,","602869,",SHU2,672
YDR096W,chrIV,+,637138,639823,637138,639823,1,"637138,","639823,",GIS1,2685
YDR043C,chrIV,-,542673,543369,542673,543369,1,"542673,","543369,",NRG1,696
YDR061W,chrIV,+,574163,575783,574163,575783,1,"574163,","575783,",YDR061W,1620
YDR075W,chrIV,+,597155,598082,597155,598082,1,"597155,","598082,",PPH3,927
YDR050C,chrIV,-,555725,556472,555725,556472,1,"555725,","556472,",TPI1,747
YDR085C,chrIV,-,614287,616150,614287,616150,1,"614287,","616150,",AFR1,1863
YDR080W,chrIV,+,604007,606986,604007,606986,1,"604007,","606986,",VPS41,2979
YDR093W,chrIV,+,631281,636120,631281,636120,1,"631281,","636120,",DNF2,4839
YDR037W,chrIV,+,525439,527215,525439,527215,1,"525439,","527215,",KRS1,1776
YDR047W,chrIV,+,551859,552948,551859,552948,1,"551859,","552948,",HEM12,1089
YDR084C,chrIV,-,613404,614004,613404,614004,1,"613404,","614004,",TVP23,600
YDR065W,chrIV,+,580686,581784,580686,581784,1,"580686,","581784,",RRG1,1098
YDR079W,chrIV,+,603063,603399,603063,603399,1,"603063,","603399,",PET100,336
YDR049W,chrIV,+,553253,555152,553253,555152,1,"553253,","555152,",VMS1,1899
YDR055W,chrIV,+,563526,564861,563526,564861,1,"563526,","564861,",PST1,1335
YDR038C,chrIV,-,527421,530697,527421,530697,1,"527421,","530697,",ENA5,3276
YDR098C,chrIV,-,644177,644930,644177,644930,1,"644177,","644930,",GRX3,753
YDR095C,chrIV,-,636116,636527,636116,636527,1,"636116,","636527,",YDR095C,411
YDR087C,chrIV,-,617469,618306,617469,618306,1,"617469,","618306,",RRP1,837
YDR072C,chrIV,-,589760,591344,589760,591344,1,"589760,","591344,",IPT1,1584
YDR098C-B,chrIV,-,645857,651126,645857,651126,2,"645857,649821,","649820,651126,",YDR098C-B_CDS,5268
YDR098C-A,chrIV,-,649803,651126,649803,651126,1,"649803,","651126,",YDR098C-A_CDS,1323
YDR051C,chrIV,-,557055,558060,557055,558060,1,"557055,","558060,",DET1,1005
YDR069C,chrIV,-,584938,587719,584938,587719,1,"584938,","587719,",DOA4,2781
YDR097C,chrIV,-,640108,643837,640108,643837,1,"640108,","643837,",MSH6,3729
YDR042C,chrIV,-,540600,541203,540600,541203,1,"540600,","541203,",YDR042C,603
YDR058C,chrIV,-,567722,568703,567722,568703,1,"567722,","568703,",TGL2,981
YDR076W,chrIV,+,598467,599688,598467,599688,1,"598467,","599688,",RAD55,1221
YDR056C,chrIV,-,565022,565640,565022,565640,1,"565022,","565640,",YDR056C,618
YDR060W,chrIV,+,570648,573726,570648,573726,1,"570648,","573726,",MAK21,3078
YDR114C,chrIV,-,681923,682226,681923,682226,1,"681923,","682226,",YDR114C,303
YDR102C,chrIV,-,657647,657980,657647,657980,1,"657647,","657980,",YDR102C,333
YDR141C,chrIV,-,734900,739997,734900,739997,1,"734900,","739997,",DOP1,5097
YDR120C,chrIV,-,691548,693261,691548,693261,1,"691548,","693261,",TRM1,1713
YDR110W,chrIV,+,676101,677802,676101,677802,1,"676101,","677802,",FOB1,1701
YDR151C,chrIV,-,764177,765155,764177,765155,1,"764177,","765155,",CTH1,978
YDR136C,chrIV,-,727710,728283,727710,728283,1,"727710,","728283,",VPS61,573
YDR145W,chrIV,+,746737,748357,746737,748357,1,"746737,","748357,",TAF12,1620
